index,Summary,word,POS,freq,forms,important,ranking
1653,laser|n,laser,n,191,"laser, lasers",extremely useful,1653
1652,heavy|j,heavy,j,191,"heavy, heavier, heaviest",extremely useful,1652
1651,energy|n,energy,n,191,"energy, energies",extremely useful,1651
1658,condition|n,condition,n,190,"condition, conditions",extremely useful,1658
1659,copy|n,copy,n,190,"copy, copies",extremely useful,1659
1660,female|j,female,j,190,female,extremely useful,1660
1661,park|v,park,v,190,"park, parked, parking, parks",extremely useful,1661
1662,quickly|r,quickly,r,190,quickly,extremely useful,1662
1663,religion|n,religion,n,190,"religion, religions",extremely useful,1663
1664,snow|n,snow,n,190,"snow, snows",extremely useful,1664
1665,Tuesday|K,Tuesday,K,190,"Tuesday, Tuesdays",extremely useful,1665
1666,version|n,version,n,190,"version, versions",extremely useful,1666
1667,bomb|n,bomb,n,190,"bomb, bombs",extremely useful,1667
1671,remove|v,remove,v,189,"remove, removed, removes, removing",extremely useful,1671
1672,survive|v,survive,v,189,"survive, survived, survives, surviving",extremely useful,1672
1668,clear|v,clear,v,189,"clear, cleared, clearing, clears",extremely useful,1668
1670,innocent|j,innocent,j,189,innocent,extremely useful,1670
1669,faith|n,faith,n,189,"faith, faiths",extremely useful,1669
1673,bee|n,bee,n,188,"bee, bees",extremely useful,1673
1674,bride|n,bride,n,188,"bride, brides",extremely useful,1674
1675,cause|n,cause,n,188,"cause, causes",extremely useful,1675
1676,fifth|m,fifth,m,188,"fifth, fifths",extremely useful,1676
1677,several|fw,several,fw,188,several,extremely useful,1677
1678,basketball|n,basketball,n,187,"basketball, basketballs",extremely useful,1678
1679,downtown|n,downtown,n,187,downtown,extremely useful,1679
1680,elephant|n,elephant,n,187,"elephant, elephants",extremely useful,1680
1681,freak|n,freak,n,187,"freak, freaks",extremely useful,1681
1682,wipe|v,wipe,v,187,"wipe, wiped, wipes, wiping",extremely useful,1682
1687,indeed|r,indeed,r,186,indeed,extremely useful,1687
1691,strike|v,strike,v,186,"strike, stricken, strikes, striking, struck",extremely useful,1691
1689,shape|n,shape,n,186,"shape, shapes",extremely useful,1689
1688,massage|n,massage,n,186,"massage, massages",extremely useful,1688
1690,skip|v,skip,v,186,"skip, skipped, skipping, skips",extremely useful,1690
1686,clock|n,clock,n,186,"clock, clocks",extremely useful,1686
1683,arrest|v,arrest,v,186,"arrest, arrested, arresting, arrests",extremely useful,1683
1684,bored|j,bored,j,186,bored,extremely useful,1684
1685,bully|n,bully,n,186,"bully, bullies",extremely useful,1685
1692,dry|j,dry,j,185,"dry, drier, dryer, driest, dryest",extremely useful,1692
1693,remain|v,remain,v,185,"remain, remained, remaining, remains",extremely useful,1693
1694,style|n,style,n,185,"style, styles",extremely useful,1694
1695,surgery|n,surgery,n,185,"surgery, surgeries",extremely useful,1695
1696,toe|n,toe,n,185,"toe, toes",extremely useful,1696
1697,yard|n,yard,n,185,"yard, yards",extremely useful,1697
1703,lover|n,lover,n,184,"lover, lovers",extremely useful,1703
1706,Spanish|K,Spanish,K,184,Spanish,extremely useful,1706
1705,simply|r,simply,r,184,simply,extremely useful,1705
1704,midnight|n,midnight,n,184,midnight,extremely useful,1704
1699,circle|n,circle,n,184,"circle, circles",extremely useful,1699
1702,focus|n,focus,n,184,"focus, foci, focuses",extremely useful,1702
1701,enemy|n,enemy,n,184,"enemy, enemies",extremely useful,1701
1700,duty|n,duty,n,184,"duty, duties",extremely useful,1700
1698,brilliant|j,brilliant,j,184,brilliant,extremely useful,1698
1713,wire|n,wire,n,183,"wire, wires",extremely useful,1713
1711,powerful|j,powerful,j,183,"powerful, powerfull, powerfuller, powerfuler, powerfullest, powerfulest",extremely useful,1711
1712,series|n,series,n,183,series,extremely useful,1712
1708,describe|v,describe,v,183,"describe, described, describes, describing",extremely useful,1708
1710,Mexican|K,Mexican,K,183,"Mexican, Mexicans",extremely useful,1710
1709,legal|j,legal,j,183,legal,extremely useful,1709
1707,boom|u,boom,u,183,boom,extremely useful,1707
1714,candle|n,candle,n,182,"candle, candles",extremely useful,1714
1715,diaper|n,diaper,n,182,"diaper, diapers",extremely useful,1715
1716,direction|n,direction,n,182,"direction, directions",extremely useful,1716
1717,divorce|v,divorce,v,182,"divorce, divorces, divorced, divorcing",extremely useful,1717
1718,eighteen|m,eighteen,m,182,"eighteen, eighteens",extremely useful,1718
1719,express|v,express,v,182,"express, expressed, expresses, expressing",extremely useful,1719
1720,plastic|n,plastic,n,182,"plastic, plastics",extremely useful,1720
1721,responsibility|n,responsibility,n,182,"responsibility, responsibilities",extremely useful,1721
1722,starve|v,starve,v,182,"starve, starved, starves, starving",extremely useful,1722
1723,united|j,united,j,182,united,extremely useful,1723
1724,worker|n,worker,n,182,"worker, workers",extremely useful,1724
1730,watch|n,watch,n,181,"watch, watches",extremely useful,1730
1729,separate|v,separate,v,181,"separate, separated, separates, separating",extremely useful,1729
1728,nowhere|r,nowhere,r,181,nowhere,extremely useful,1728
1727,immediately|r,immediately,r,181,immediately,extremely useful,1727
1725,AIDS|abbr,AIDS,abbr,181,AIDS,extremely useful,1725
1726,hope|n,hope,n,181,"hope, hopes",extremely useful,1726
1731,emotional|j,emotional,j,180,emotional,extremely useful,1731
1732,hardly|r,hardly,r,180,hardly,extremely useful,1732
1733,pilot|n,pilot,n,180,"pilot, pilots",extremely useful,1733
1734,vampire|n,vampire,n,180,"vampire, vampires",extremely useful,1734
1739,hip|n,hip,n,179,"hip, hips",extremely useful,1739
1741,prank|n,prank,n,179,"prank, pranks",extremely useful,1741
1740,pet|n,pet,n,179,"pet, pets",extremely useful,1740
1737,exact|j,exact,j,179,exact,extremely useful,1737
1738,frankly|r,frankly,r,179,frankly,extremely useful,1738
1736,balloon|n,balloon,n,179,"balloon, balloons",extremely useful,1736
1735,attitude|n,attitude,n,179,"attitude, attitudes",extremely useful,1735
1751,waiter|n,waiter,n,178,"waiter, waiters",extremely useful,1751
1750,twin|n,twin,n,178,"twin, twins",extremely useful,1750
1749,trade|v,trade,v,178,"trade, traded, trades, trading",extremely useful,1749
1748,stick|n,stick,n,178,"stick, sticks",extremely useful,1748
1747,rough|j,rough,j,178,"rough, rougher, roughest",extremely useful,1747
1746,nipple|n,nipple,n,178,"nipple, nipples",extremely useful,1746
1744,escape|v,escape,v,178,"escape, escaped, escapes, escaping",extremely useful,1744
1743,effect|n,effect,n,178,"effect, effects",extremely useful,1743
1742,announcement|n,announcement,n,178,"announcement, announcements",extremely useful,1742
1745,golden|j,golden,j,178,golden,extremely useful,1745
1755,official|j,official,j,177,official,extremely useful,1755
1756,practice|v,practice,v,177,"practice, practiced, practices, practicing",extremely useful,1756
1757,t-shirt|n,t-shirt,n,177,"t-shirt, t-shirts",extremely useful,1757
1754,mate|n,mate,n,177,"mate, mates",extremely useful,1754
1753,beauty|n,beauty,n,177,"beauty, beauties",extremely useful,1753
1752,architect|n,architect,n,177,"architect, architects",extremely useful,1752
1758,bug|n,bug,n,176,"bug, bugs",extremely useful,1758
1759,crack|v,crack,v,176,"crack, cracked, cracking, cracks",extremely useful,1759
1760,four hundred|m,four hundred,m,176,four hundred,extremely useful,1760
1761,half|n,half,n,176,"half, halves",extremely useful,1761
1762,smoke|n,smoke,n,176,"smoke, smokes",extremely useful,1762
1767,set|n,set,n,175,"set, sets",extremely useful,1767
1771,view|n,view,n,175,"view, views",extremely useful,1771
1770,turd|n,turd,n,175,"turd, turds",extremely useful,1770
1769,successful|j,successful,j,175,successful,extremely useful,1769
1768,shoulder|n,shoulder,n,175,"shoulder, shoulders",extremely useful,1768
1765,recognize|v,recognize,v,175,"recognize, recognized, recognizes, recognizing",extremely useful,1765
1764,nail|n,nail,n,175,"nail, nails",extremely useful,1764
1763,contract|n,contract,n,175,"contract, contracts",extremely useful,1763
1766,scientist|n,scientist,n,175,"scientist, scientists",extremely useful,1766
1779,professional|j,professional,j,174,professional,extremely useful,1779
1778,oops|u,oops,u,174,oops,extremely useful,1778
1783,weather|n,weather,n,174,"weather, weathers",extremely useful,1783
1782,train|v,train,v,174,"train, trained, training, trains",extremely useful,1782
1781,swing|v,swing,v,174,"swing, swinging, swings, swung",extremely useful,1781
1780,search|n,search,n,174,"search, searches",extremely useful,1780
1777,nail|v,nail,v,174,"nail, nailed, nailing, nails",extremely useful,1777
1776,invitation|n,invitation,n,174,"invitation, invitations",extremely useful,1776
1775,hit|n,hit,n,174,"hit, hits",extremely useful,1775
1774,fortune|n,fortune,n,174,"fortune, fortunes",extremely useful,1774
1773,degree|n,degree,n,174,"degree, degrees",extremely useful,1773
1772,basement|n,basement,n,174,"basement, basements",extremely useful,1772
1793,snack|n,snack,n,173,"snack, snacks",extremely useful,1793
1792,role|n,role,n,173,"role, roles",extremely useful,1792
1790,product|n,product,n,173,"product, products",extremely useful,1790
1794,sucker|n,sucker,n,173,"sucker, suckers",extremely useful,1794
1795,tag|n,tag,n,173,"tag, tags",extremely useful,1795
1791,rabbit|n,rabbit,n,173,"rabbit, rabbits",extremely useful,1791
1787,nap|n,nap,n,173,"nap, naps",extremely useful,1787
1789,precious|j,precious,j,173,precious,extremely useful,1789
1786,kitty|n,kitty,n,173,"kitty, kitties",extremely useful,1786
1785,fun|j,fun,j,173,"fun, funner, funnest",extremely useful,1785
1788,practice|n,practice,n,173,"practice, practices",extremely useful,1788
1784,alarm|n,alarm,n,173,"alarm, alarms",extremely useful,1784
1796,chef|n,chef,n,172,"chef, chefs",extremely useful,1796
1797,chew|v,chew,v,172,"chew, chewed, chewing, chews",extremely useful,1797
1798,evidence|n,evidence,n,172,evidence,extremely useful,1798
1800,operation|n,operation,n,172,"operation, operations",extremely useful,1800
1801,puppy|n,puppy,n,172,"puppy, puppies",extremely useful,1801
1802,rain|n,rain,n,172,"rain, rains",extremely useful,1802
1803,spin|v,spin,v,172,"spin, spinning, spins, spun",extremely useful,1803
1804,throat|n,throat,n,172,"throat, throats",extremely useful,1804
1799,fantasy|n,fantasy,n,172,"fantasy, fantasies",extremely useful,1799
1808,saint|n,saint,n,171,"saint, saints",extremely useful,1808
1811,waitress|n,waitress,n,171,"waitress, waitresses",extremely useful,1811
1810,victim|n,victim,n,171,"victim, victims",extremely useful,1810
1809,top|j,top,j,171,top,extremely useful,1809
1807,reality|n,reality,n,171,"reality, realities",extremely useful,1807
1805,e-mail|v,e-mail,v,171,"e-mail, e-mails, e-mailing, e-mailed, email, emails, emailing, emailed",extremely useful,1805
1806,present|v,present,v,171,"present, presented, presenting, presents",extremely useful,1806
1817,mystery|n,mystery,n,170,"mystery, mysteries",extremely useful,1817
1821,ton|n,ton,n,170,"ton, tons",extremely useful,1821
1820,technically|r,technically,r,170,technically,extremely useful,1820
1819,regret|v,regret,v,170,"regret, regrets, regretted, regretting",extremely useful,1819
1818,quiet|u,quiet,u,170,quiet,extremely useful,1818
1816,menu|n,menu,n,170,"menu, menus",extremely useful,1816
1815,hunt|v,hunt,v,170,"hunt, hunted, hunting, hunts",extremely useful,1815
1814,director|n,director,n,170,"director, directors",extremely useful,1814
1813,condom|n,condom,n,170,"condom, condoms",extremely useful,1813
1812,booze|n,booze,n,170,"booze, boozes",extremely useful,1812
1834,squeeze|v,squeeze,v,169,"squeeze, squeezed, squeezes, squeezing",extremely useful,1834
1833,sixteen|m,sixteen,m,169,"sixteen, sixteens",extremely useful,1833
1832,sentence|n,sentence,n,169,"sentence, sentences",extremely useful,1832
1829,junior|j,junior,j,169,junior,extremely useful,1829
1831,pencil|n,pencil,n,169,"pencil, pencils",extremely useful,1831
1830,mouse|n,mouse,n,169,"mouse, mice, mouses",extremely useful,1830
1825,dentist|n,dentist,n,169,"dentist, dentists",extremely useful,1825
1828,illegal|j,illegal,j,169,illegal,extremely useful,1828
1823,aware|j,aware,j,169,"aware, awarer, awarest",extremely useful,1823
1822,attract|v,attract,v,169,"attract, attracted, attracting, attracts",extremely useful,1822
1827,focus|v,focus,v,169,"focus, focused, focuses, focusing, focussed, focusses, focussing",extremely useful,1827
1824,chest|n,chest,n,169,"chest, chests",extremely useful,1824
1826,far|j,far,j,169,"far, farther, further, farthest, furthest",extremely useful,1826
1835,audition|n,audition,n,168,"audition, auditions",extremely useful,1835
1836,lobster|n,lobster,n,168,"lobster, lobsters",extremely useful,1836
1837,success|n,success,n,168,"success, successes",extremely useful,1837
1838,terrorist|n,terrorist,n,168,"terrorist, terrorists",extremely useful,1838
1839,asleep|r,asleep,r,167,asleep,extremely useful,1839
1840,fashion|n,fashion,n,167,"fashion, fashions",extremely useful,1840
1841,glove|n,glove,n,167,"glove, gloves",extremely useful,1841
1842,item|n,item,n,167,"item, items",extremely useful,1842
1843,recommend|v,recommend,v,167,"recommend, recommended, recommending, recommends",extremely useful,1843
1844,tuna|n,tuna,n,167,"tuna, tunas",extremely useful,1844
1845,warehouse|n,warehouse,n,167,"warehouse, warehouses",extremely useful,1845
1849,whale|n,whale,n,166,"whale, whales",extremely useful,1849
1852,panic|v,panic,v,166,"panic, panicked, panicking, panics",extremely useful,1852
1851,honor|v,honor,v,166,"honor, honored, honoring, honors",extremely useful,1851
1850,zone|n,zone,n,166,"zone, zones",extremely useful,1850
1848,tank|n,tank,n,166,"tank, tanks",extremely useful,1848
1846,Italian|K,Italian,K,166,"Italian, Italians",extremely useful,1846
1847,lazy|j,lazy,j,166,"lazy, lazier, laziest",extremely useful,1847
1857,however|fw,however,fw,165,however,extremely useful,1857
1861,solution|n,solution,n,165,"solution, solutions",extremely useful,1861
1860,rocket|n,rocket,n,165,"rocket, rockets",extremely useful,1860
1859,parade|n,parade,n,165,"parade, parades",extremely useful,1859
1858,image|n,image,n,165,"image, images",extremely useful,1858
1856,diamond|n,diamond,n,165,"diamond, diamonds",extremely useful,1856
1855,creature|n,creature,n,165,"creature, creatures",extremely useful,1855
1854,chain|n,chain,n,165,"chain, chains",extremely useful,1854
1853,bachelor|n,bachelor,n,165,"bachelor, bachelors",extremely useful,1853
1871,vote|n,vote,n,164,"vote, votes",extremely useful,1871
1870,thin|j,thin,j,164,"thin, thinner, thinnest",extremely useful,1870
1869,taco|n,taco,n,164,"taco, tacos",extremely useful,1869
1868,shrimp|n,shrimp,n,164,"shrimp, shrimps",extremely useful,1868
1867,revenge|n,revenge,n,164,"revenge, revenges",extremely useful,1867
1866,male|j,male,j,164,male,extremely useful,1866
1865,garage|n,garage,n,164,"garage, garages",extremely useful,1865
1863,culture|n,culture,n,164,"culture, cultures",extremely useful,1863
1862,cable|n,cable,n,164,"cable, cables",extremely useful,1862
1864,forty-five|m,forty-five,m,164,forty-five,extremely useful,1864
1879,native|j,native,j,163,native,extremely useful,1879
1884,stone|n,stone,n,163,"stone, stones",extremely useful,1884
1883,release|v,release,v,163,"release, released, releases, releasing",extremely useful,1883
1882,pony|n,pony,n,163,"pony, ponies",extremely useful,1882
1881,policy|n,policy,n,163,"policy, policies",extremely useful,1881
1880,performance|n,performance,n,163,"performance, performances",extremely useful,1880
1885,woohoo|u,woohoo,u,163,woohoo,extremely useful,1885
1878,locker|n,locker,n,163,"locker, lockers",extremely useful,1878
1877,humiliate|v,humiliate,v,163,"humiliate, humiliated, humiliates, humiliating",extremely useful,1877
1876,hehe|u,hehe,u,163,hehe,extremely useful,1876
1875,DVD|abbr,DVD,abbr,163,"DVD, DVDs",extremely useful,1875
1874,distract|v,distract,v,163,"distract, distracted, distracting, distracts",extremely useful,1874
1873,bum|n,bum,n,163,"bum, bums",extremely useful,1873
1872,aside|r,aside,r,163,aside,extremely useful,1872
1895,treasure|n,treasure,n,162,"treasure, treasures",extremely useful,1895
1894,thirteen|m,thirteen,m,162,"thirteen, thirteens",extremely useful,1894
